step,img_per_s,l1,dice,advance,g_loss,lr,grad_norm
4,6.20523,0.983227,0.867217,0.575233,12.1419,0.000173838,42.6716
6,,,,,,,
8,3.88594,0.77646,0.835231,0.390929,9.826,0.000145513,50.3858
12,5.55271,0.671326,0.796306,0.427941,8.73381,4.18992e-05,43.1661
12,,,,,,,
16,5.52157,0.655454,0.733754,0.41637,8.43842,2.70711e-05,39.2569
