step,img_per_s,l1,dice,advance,g_loss,lr,grad_norm
2,4.38972,1.00132,0.85843,0.590091,12.3201,0.0002,32.2683
4,4.71245,0.89225,0.865681,0.551878,11.2057,0.000177412,40.0013
4,,,,,,,
6,1.48212,0.840224,0.881607,0.425441,11.0324,0.000105,50.1774
8,2.38823,0.787563,0.813644,0.361713,10.3177,3.25882e-05,41.4953
8,,,,,,,
