step,img_per_s,l1,dice,advance,g_loss,lr,grad_norm
20,5.77446,0.619239,0.730157,0.246855,7.89956,0.0001724,31.9324
30,,,,,,,
40,5.17564,0.331136,0.582422,0.145591,4.62179,0.000120335,9.35023
60,5.98568,0.317756,0.518417,0.15237,4.36676,3.07654e-05,7.63983
60,,,,,,,
